"stratum","target","n_L","n_R","n_samples","frac_L","frac_R","mean_L","mean_R","median_pos_L","median_pos_R","p_presence","p_magnitude","direction","p_presence_BH","p_magnitude_BH"
"IAL_251637","Ce",7,95,1,0.142857142857143,0.0210526315789474,0.006145968227063,0.00134061779222447,0.043021777589441,0.0636793451306625,0.193855562026791,0.0777933163679406,"L>R",0.64618520675597,0.194483290919851
"IAL_251637","BM",7,95,1,0,0.0210526315789474,0,0.00148474631618882,NA,0.0705254500189689,1,0.72017429811697,"R>L",1,0.816017650690092
"IAL_251637","BLD",7,95,1,0.142857142857143,0.0210526315789474,0.0067094262591763,0.00142322208895548,0.0469659838142341,0.0676030492253851,0.193855562026791,0.0777933163679406,"L>R",0.64618520675597,0.194483290919851
"IAL_251637","BLI",7,95,1,0.142857142857143,0.0210526315789474,0.00268901984972477,0.00169020945550884,0.0188231389480734,0.0802849491366699,0.193855562026791,0.0777933163679406,"L>R",0.64618520675597,0.194483290919851
"IAL_251637","BLV",7,95,1,0,0.0105263157894737,0,0.00119125453618451,NA,0.113169180937528,1,0.816017650690092,"R>L",1,0.816017650690092
"IAL_251637","AA",7,95,1,0.142857142857143,0.0210526315789474,0.0062890552404772,0.00114459328694089,0.0440233866833404,0.0543681811296921,0.193855562026791,0.070473186429425,"L>R",0.64618520675597,0.194483290919851
"IAL_251637","Pir",7,95,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_251637","Me",7,95,1,0.142857142857143,0.0210526315789474,0.00144272349619994,0.00113994940666055,0.0100990644733996,0.0541475968163762,0.193855562026791,0.0777933163679406,"L>R",0.64618520675597,0.194483290919851
"IAL_251637","STIA",7,95,1,0.142857142857143,0.0210526315789474,0.00574210724837323,0.000849009021882874,0.0401947507386126,0.0403279285394365,0.193855562026791,0.070473186429425,"L>R",0.64618520675597,0.194483290919851
"IAL_251637","PaL",7,95,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_251637","ASt",7,95,1,0.142857142857143,0.0526315789473684,0.00545593322154484,0.0044884314803536,0.0381915325508139,0.0802713524380725,0.354566375809373,0.363455965832564,"L>R",1,0.77883421249835
"IAL_251637","AON/TTv",7,95,1,0,0.0315789473684211,0,0.00290382143358084,NA,0.091421271577844,1,0.651114601908575,"R>L",1,0.816017650690092
"IAL_251637","EA",7,95,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_251637","APir",7,95,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_251637","LaD",7,95,1,0,0.0105263157894737,0,0.00117480744279206,NA,0.111606707065246,1,0.816017650690092,"R>L",1,0.816017650690092
"IAL_251637","LaV",7,95,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_251637","PR-RI",7,95,1,0,0.0105263157894737,0,0.000241018009536247,NA,0.0228967109059434,1,0.816017650690092,"R>L",1,0.816017650690092
"IAL_251637","EGP",7,95,1,0,0.0105263157894737,0,0.000419109176635968,NA,0.0398153717804169,1,0.816017650690092,"R>L",1,0.816017650690092
"IAL_251637","IGP",7,95,1,0,0.0105263157894737,0,0.000485004644660041,NA,0.0460754412427039,1,0.816017650690092,"R>L",1,0.816017650690092
"IAL_251637","B",7,95,1,0,0.0105263157894737,0,0.000486309190381425,NA,0.0461993730862354,1,0.816017650690092,"R>L",1,0.816017650690092
"IAL_252385","Ce",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","BM",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","BLD",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","BLI",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","BLV",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","AA",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","Pir",11,20,1,0.272727272727273,0.05,0.0360829984298135,0.00470276427038157,0.142448833767162,0.0940552854076313,0.115366279993644,0.0825705833867074,"L>R",1,0.165141166773415
"IAL_252385","Me",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","STIA",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","PaL",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","ASt",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","AON/TTv",11,20,1,0.0909090909090909,0,0.00619354032410538,0,0.0681289435651592,NA,0.354838709677419,0.200200782871217,"L>R",1,0.200200782871217
"IAL_252385","EA",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","APir",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","LaD",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","LaV",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","PR-RI",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","EGP",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","IGP",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_252385","B",11,20,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
